accident_id,date,time,day_of_week,is_weekend,hour,location_name,latitude,longitude,elevation_m,vehicle_type,num_vehicles,accident_type,driver_age,driver_gender,driving_exp_yrs,estimated_speed_kmh,speed_limit_kmh,speeding,weather_condition,precipitation_mm,temp_avg_c,visibility_km,wind_speed_kmh,pressure_hpa,road_curvature,road_slope_deg,surface_condition,severity,injuries,fatalities,risk_score,reporting_officer,terrain,is_wet_road,risk_probability,description,wx_tavg,wx_tmin,wx_tmax,wx_prcp,wx_wspd,wx_pres,month,wx_temp_range,wx_is_rainy,wx_heavy_rain,wx_rain_cat,wx_rain_3day,wx_pressure_drop
KDG-0120,2023-05-02,17:34:39,Tuesday,0,17,Mawanella Area,7.25451,80.462615,470,car,1,excessive_speed,36,male,11,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,5,SLP-1119,Flat Urban / Town Center,0,0.48,Car involved in Excessive Speed incident at Mawanella Area,25.9,22.9,30.2,15.0,8.6,1009.3,5,7.3,1,1,heavy,30.0,0.0
KDG-0121,2023-05-02,17:34:39,Tuesday,0,17,Mawanella Area,7.250917,80.44755,470,car,1,overtaking,36,male,11,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,3,SLP-1120,Flat Urban / Town Center,0,0.32,Car involved in Overtaking incident at Mawanella Area,25.9,22.9,30.2,15.0,8.6,1009.3,5,7.3,1,1,heavy,15.0,0.0
KDG-0122,2023-05-10,18:50:06,Wednesday,0,18,Pahala Kadugannawa (Lower Pass),7.251268,80.487375,560,car,1,excessive_speed,36,male,11,68,50,1,heavy_rain,8.0,25.5,1.5,18.0,1007.0,sharp,11.0,very_wet,low,0,0,9,SLP-1121,Steep Winding Road,1,0.88,Car involved in Excessive Speed incident at Pahala Kadugannawa (Lower Pass),28.1,25.2,32.1,6.9,12.5,1008.0,5,6.9,1,1,heavy,36.9,-1.3
KDG-0123,2023-05-10,18:50:06,Wednesday,0,18,Hingula / Ganethenna,7.249141,80.472905,520,motorcycle,1,overtaking,27,male,5,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1122,Moderate Bends / Slope,0,0.4,Motorcycle involved in Overtaking incident at Hingula / Ganethenna,28.1,25.2,32.1,6.9,12.5,1008.0,5,6.9,1,1,heavy,28.8,0.0
KDG-0124,2023-05-10,18:50:06,Wednesday,0,18,Mawanella Area,7.249216,80.457997,470,car,1,slipped,36,male,11,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,low,0,0,5,SLP-1123,Flat Urban / Town Center,1,0.48,Car involved in Slipped incident at Mawanella Area,28.1,25.2,32.1,6.9,12.5,1008.0,5,6.9,1,1,heavy,20.7,0.0
KDG-0125,2023-05-17,16:09:59,Wednesday,0,16,Upper Kadugannawa Pass,7.254922,80.514059,620,lorry,1,brake_failure,40,male,14,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,high,2,1,5,SLP-1124,Hairpin Bends / Steep Gradient,0,0.48,Lorry involved in Brake Failure incident at Upper Kadugannawa Pass,29.8,25.8,34.4,0.0,10.7,1010.9,5,8.6,0,0,none,13.8,2.9
KDG-0126,2023-06-18,17:20:01,Sunday,1,17,Pahala Kadugannawa (Lower Pass),7.247656,80.498064,560,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,medium,1,0,7,SLP-1125,Steep Winding Road,0,0.66,Motorcycle involved in Excessive Speed incident at Pahala Kadugannawa (Lower Pass),26.4,23.9,28.8,9.1,16.5,1009.7,6,4.9,1,1,heavy,16.0,-1.2
KDG-0127,2023-06-18,17:20:01,Sunday,1,17,Hingula / Ganethenna,7.246944,80.483488,520,motorcycle,1,excessive_speed,27,male,5,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,6,SLP-1126,Moderate Bends / Slope,0,0.6,Motorcycle involved in Excessive Speed incident at Hingula / Ganethenna,26.4,23.9,28.8,9.1,16.5,1009.7,6,4.9,1,1,heavy,18.2,0.0
KDG-0128,2023-06-18,17:20:01,Sunday,1,17,Hingula / Ganethenna,7.247225,80.468786,520,motorcycle,1,slipped,27,male,5,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,low,0,0,6,SLP-1127,Moderate Bends / Slope,1,0.6,Motorcycle involved in Slipped incident at Hingula / Ganethenna,26.4,23.9,28.8,9.1,16.5,1009.7,6,4.9,1,1,heavy,27.3,0.0
KDG-0129,2023-06-18,17:20:01,Sunday,1,17,Mawanella Area,7.251347,80.453856,470,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,low,0,0,5,SLP-1128,Flat Urban / Town Center,1,0.48,Motorcycle involved in Slipped incident at Mawanella Area,26.4,23.9,28.8,9.1,16.5,1009.7,6,4.9,1,1,heavy,27.3,0.0
KDG-0130,2023-08-06,9:12:12,Sunday,1,9,Upper Kadugannawa Pass,7.252876,80.500854,620,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,medium,1,0,7,SLP-1129,Hairpin Bends / Steep Gradient,0,0.72,Motorcycle involved in Excessive Speed incident at Upper Kadugannawa Pass,28.6,25.7,34.8,0.0,16.4,1011.5,8,9.1,0,0,none,18.2,1.8
KDG-0131,2023-10-15,8:51:30,Sunday,1,8,Pahala Kadugannawa (Lower Pass),7.25301,80.492398,560,lorry,1,slipped,40,male,14,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,11.0,wet,low,0,0,7,SLP-1130,Steep Winding Road,1,0.66,Lorry involved in Slipped incident at Pahala Kadugannawa (Lower Pass),25.8,22.3,30.0,23.6,10.0,1012.4,10,7.7,1,1,heavy,70.8,0.9
KDG-0132,2023-10-15,8:51:30,Sunday,1,8,Hingula / Ganethenna,7.253753,80.477942,520,lorry,1,brake_failure,40,male,14,63,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1131,Moderate Bends / Slope,0,0.4,Lorry involved in Brake Failure incident at Hingula / Ganethenna,25.8,22.3,30.0,23.6,10.0,1012.4,10,7.7,1,1,heavy,70.8,0.0
KDG-0133,2023-10-15,8:51:30,Sunday,1,8,Mawanella Area,7.254508,80.46313,470,lorry,1,mechanical_error,40,male,14,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1132,Flat Urban / Town Center,0,0.32,Lorry involved in Mechanical Error incident at Mawanella Area,25.8,22.3,30.0,23.6,10.0,1012.4,10,7.7,1,1,heavy,32.7,0.0
KDG-0134,2023-10-15,8:51:30,Sunday,1,8,Mawanella Area,7.251715,80.448108,470,lorry,1,overtaking,40,male,14,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1133,Flat Urban / Town Center,0,0.32,Lorry involved in Overtaking incident at Mawanella Area,25.8,22.3,30.0,23.6,10.0,1012.4,10,7.7,1,1,heavy,47.2,0.0
KDG-0135,2023-11-12,7:46:17,Sunday,1,7,Pahala Kadugannawa (Lower Pass),7.251433,80.493541,560,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,low,0,0,7,SLP-1134,Steep Winding Road,0,0.66,Motorcycle involved in Excessive Speed incident at Pahala Kadugannawa (Lower Pass),26.1,24.0,32.0,8.4,11.1,1012.3,11,8.0,1,1,heavy,55.6,-0.1
KDG-0136,2023-11-12,7:46:17,Sunday,1,7,Hingula / Ganethenna,7.252726,80.478951,520,car,1,slipped,36,male,11,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,low,0,0,6,SLP-1135,Moderate Bends / Slope,1,0.6,Car involved in Slipped incident at Hingula / Ganethenna,26.1,24.0,32.0,8.4,11.1,1012.3,11,8.0,1,1,heavy,40.4,0.0
KDG-0137,2023-11-12,7:46:17,Sunday,1,7,Mawanella Area,7.253997,80.464243,470,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,5,SLP-1136,Flat Urban / Town Center,0,0.48,Motorcycle involved in Excessive Speed incident at Mawanella Area,26.1,24.0,32.0,8.4,11.1,1012.3,11,8.0,1,1,heavy,25.2,0.0
KDG-0138,2023-11-12,7:46:17,Sunday,1,7,Mawanella Area,7.253086,80.449174,470,motorcycle,1,overtaking,27,male,5,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1137,Flat Urban / Town Center,0,0.32,Motorcycle involved in Overtaking incident at Mawanella Area,26.1,24.0,32.0,8.4,11.1,1012.3,11,8.0,1,1,heavy,25.2,0.0
KDG-0139,2023-11-23,8:34:25,Thursday,0,8,Upper Kadugannawa Pass,7.258752,80.518884,620,car,1,overtaking,36,male,11,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,low,0,0,5,SLP-1138,Hairpin Bends / Steep Gradient,0,0.48,Car involved in Overtaking incident at Upper Kadugannawa Pass,26.8,23.7,31.8,64.8,4.7,1010.6,11,8.1,1,1,heavy,81.6,-1.7
KDG-0140,2023-11-23,17:41:20,Thursday,0,17,Upper Kadugannawa Pass,7.257152,80.503697,620,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,medium,1,0,7,SLP-1139,Hairpin Bends / Steep Gradient,0,0.72,Motorcycle involved in Excessive Speed incident at Upper Kadugannawa Pass,26.8,23.7,31.8,64.8,4.7,1010.6,11,8.1,1,1,heavy,138.0,0.0
KDG-0141,2023-11-23,19:15:37,Thursday,0,19,Upper Kadugannawa Pass,7.256845,80.503192,620,car,1,excessive_speed,36,male,11,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,high,2,1,7,SLP-1140,Hairpin Bends / Steep Gradient,0,0.72,Car involved in Excessive Speed incident at Upper Kadugannawa Pass,26.8,23.7,31.8,64.8,4.7,1010.6,11,8.1,1,1,heavy,194.4,0.0
KDG-0142,2023-11-23,8:52:16,Thursday,0,8,Pahala Kadugannawa (Lower Pass),7.25064,80.493863,560,lorry,1,slipped,40,male,14,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,11.0,wet,high,2,1,7,SLP-1141,Steep Winding Road,1,0.66,Lorry involved in Slipped incident at Pahala Kadugannawa (Lower Pass),26.8,23.7,31.8,64.8,4.7,1010.6,11,8.1,1,1,heavy,194.4,0.0
KDG-0143,2023-11-23,8:52:16,Thursday,0,8,Hingula / Ganethenna,7.252069,80.479427,520,pick-up,1,excessive_speed,35,male,10,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,high,2,1,6,SLP-1142,Moderate Bends / Slope,0,0.6,Pick-up involved in Excessive Speed incident at Hingula / Ganethenna,26.8,23.7,31.8,64.8,4.7,1010.6,11,8.1,1,1,heavy,194.4,0.0
KDG-0144,2023-11-23,8:52:16,Thursday,0,8,Mawanella Area,7.253457,80.464687,470,lorry,1,overtaking,40,male,14,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,high,2,1,3,SLP-1143,Flat Urban / Town Center,0,0.32,Lorry involved in Overtaking incident at Mawanella Area,26.8,23.7,31.8,64.8,4.7,1010.6,11,8.1,1,1,heavy,194.4,0.0
KDG-0145,2023-11-23,8:52:16,Thursday,0,8,Mawanella Area,7.253612,80.449645,470,lorry,1,slipped,40,male,14,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,high,2,1,5,SLP-1144,Flat Urban / Town Center,1,0.48,Lorry involved in Slipped incident at Mawanella Area,26.8,23.7,31.8,64.8,4.7,1010.6,11,8.1,1,1,heavy,194.4,0.0
KDG-0146,2024-01-05,10:30:00,Friday,0,10,Mawanella Area,7.2529,80.465,470,car,1,excessive_speed,36,male,11,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,5,SLP-1145,Flat Urban / Town Center,0,0.48,Car involved in Excessive Speed incident at Mawanella Area,28.1,23.5,33.0,0.3,8.3,1011.5,1,9.5,0,0,none,65.4,0.9
KDG-0147,2024-01-05,8:30:00,Friday,0,8,Hingula / Ganethenna,7.2467,80.4854,520,bus,1,overtaking,43,male,16,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1146,Moderate Bends / Slope,0,0.44,Bus involved in Overtaking incident at Hingula / Ganethenna,28.1,23.5,33.0,0.3,8.3,1011.5,1,9.5,0,0,none,129.9,0.0
KDG-0148,2024-01-10,12:00:00,Wednesday,0,12,Upper Kadugannawa Pass,7.258,80.5185,620,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,medium,1,0,7,SLP-1147,Hairpin Bends / Steep Gradient,0,0.72,Motorcycle involved in Excessive Speed incident at Upper Kadugannawa Pass,25.3,23.3,28.4,1.8,16.3,1010.8,1,5.1,1,0,light,2.4,-0.7
KDG-0149,2024-01-12,14:45:00,Friday,0,14,Mawanella Area,7.2536,80.4645,470,three-wheeler,1,overtaking,32,male,8,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1148,Flat Urban / Town Center,0,0.32,Three-Wheeler involved in Overtaking incident at Mawanella Area,26.7,22.2,31.6,0.0,16.3,1011.8,1,9.4,0,0,none,2.1,1.0
KDG-0150,2024-01-15,12:00:00,Monday,0,12,Pahala Kadugannawa (Lower Pass),7.2508,80.4998,560,car,1,excessive_speed,36,male,11,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,low,0,0,7,SLP-1149,Steep Winding Road,0,0.66,Car involved in Excessive Speed incident at Pahala Kadugannawa (Lower Pass),25.6,21.6,30.1,0.0,14.3,1012.5,1,8.5,0,0,none,1.8,0.7
KDG-0151,2024-01-20,8:20:00,Saturday,1,8,Mawanella Area,7.2541,80.464,470,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,medium,1,0,5,SLP-1150,Flat Urban / Town Center,1,0.48,Motorcycle involved in Slipped incident at Mawanella Area,27.3,24.4,31.8,1.0,14.3,1012.2,1,7.4,0,0,light,1.0,-0.3
KDG-0152,2024-01-20,10:00:00,Saturday,1,10,Hingula / Ganethenna,7.2475,80.484,520,motorcycle,1,excessive_speed,27,male,5,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,medium,1,0,6,SLP-1151,Moderate Bends / Slope,0,0.6,Motorcycle involved in Excessive Speed incident at Hingula / Ganethenna,27.3,24.4,31.8,1.0,14.3,1012.2,1,7.4,0,0,light,2.0,0.0
KDG-0153,2024-01-20,8:30:00,Saturday,1,8,Hingula / Ganethenna,7.2473,80.4849,520,pick-up,1,excessive_speed,35,male,10,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,medium,1,0,6,SLP-1152,Moderate Bends / Slope,0,0.6,Pick-up involved in Excessive Speed incident at Hingula / Ganethenna,27.3,24.4,31.8,1.0,14.3,1012.2,1,7.4,0,0,light,3.0,0.0
KDG-0154,2024-01-20,8:30:00,Saturday,1,8,Hingula / Ganethenna,7.2467,80.4709,520,bus,1,overtaking,43,male,16,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1153,Moderate Bends / Slope,0,0.4,Bus involved in Overtaking incident at Hingula / Ganethenna,27.3,24.4,31.8,1.0,14.3,1012.2,1,7.4,0,0,light,3.0,0.0
KDG-0155,2024-01-20,8:30:00,Saturday,1,8,Mawanella Area,7.2489,80.4559,470,bus,1,overtaking,43,male,16,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1154,Flat Urban / Town Center,0,0.32,Bus involved in Overtaking incident at Mawanella Area,27.3,24.4,31.8,1.0,14.3,1012.2,1,7.4,0,0,light,3.0,0.0
KDG-0156,2024-02-05,17:15:00,Monday,0,17,Mawanella Area,7.2544,80.4635,470,van,1,mechanical_error,34,male,10,53,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1155,Flat Urban / Town Center,0,0.32,Van involved in Mechanical Error incident at Mawanella Area,26.4,23.2,30.9,0.9,15.3,1014.7,2,7.7,0,0,light,2.9,2.5
KDG-0157,2024-02-10,17:25:00,Saturday,1,17,Pahala Kadugannawa (Lower Pass),7.2498,80.4993,560,van,1,overtaking,34,male,10,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,medium,1,0,4,SLP-1156,Steep Winding Road,0,0.44,Van involved in Overtaking incident at Pahala Kadugannawa (Lower Pass),26.4,21.4,32.1,0.0,16.6,1014.5,2,10.7,0,0,none,1.9,-0.2
KDG-0158,2024-02-10,17:25:00,Saturday,1,17,Hingula / Ganethenna,7.2473,80.4849,520,motorcycle,1,excessive_speed,27,male,5,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,medium,1,0,6,SLP-1157,Moderate Bends / Slope,0,0.6,Motorcycle involved in Excessive Speed incident at Hingula / Ganethenna,26.4,21.4,32.1,0.0,16.6,1014.5,2,10.7,0,0,none,0.9,0.0
KDG-0159,2024-02-15,9:30:00,Thursday,0,9,Upper Kadugannawa Pass,7.2585,80.518,620,lorry,1,brake_failure,40,male,14,53,50,1,heavy_rain,8.0,25.5,1.5,18.0,1007.0,sharp,13.0,very_wet,medium,1,0,10,SLP-1158,Hairpin Bends / Steep Gradient,1,0.96,Lorry involved in Brake Failure incident at Upper Kadugannawa Pass,27.1,23.9,32.3,3.3,17.6,1012.4,2,8.4,1,0,light,3.3,-2.1
KDG-0160,2024-02-15,19:00:00,Thursday,0,19,Hingula / Ganethenna,7.247,80.4835,520,lorry,1,overtaking,40,male,14,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1159,Moderate Bends / Slope,0,0.4,Lorry involved in Overtaking incident at Hingula / Ganethenna,27.1,23.9,32.3,3.3,17.6,1012.4,2,8.4,1,0,light,6.6,0.0
KDG-0161,2024-02-15,19:15:00,Thursday,0,19,Hingula / Ganethenna,7.247,80.4844,520,car,1,overtaking,36,male,11,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1160,Moderate Bends / Slope,0,0.4,Car involved in Overtaking incident at Hingula / Ganethenna,27.1,23.9,32.3,3.3,17.6,1012.4,2,8.4,1,0,light,9.9,0.0
KDG-0162,2024-02-15,17:25:00,Thursday,0,17,Hingula / Ganethenna,7.2465,80.4703,520,motorcycle,1,overtaking,27,male,5,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,medium,1,0,4,SLP-1161,Moderate Bends / Slope,0,0.4,Motorcycle involved in Overtaking incident at Hingula / Ganethenna,27.1,23.9,32.3,3.3,17.6,1012.4,2,8.4,1,0,light,9.9,0.0
KDG-0163,2024-02-15,17:25:00,Thursday,0,17,Mawanella Area,7.2494,80.4553,470,motorcycle,1,overtaking,27,male,5,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,3,SLP-1162,Flat Urban / Town Center,0,0.32,Motorcycle involved in Overtaking incident at Mawanella Area,27.1,23.9,32.3,3.3,17.6,1012.4,2,8.4,1,0,light,9.9,0.0
KDG-0164,2024-02-18,19:50:00,Sunday,1,19,Mawanella Area,7.2546,80.463,470,lorry,1,overtaking,40,male,14,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,3,SLP-1163,Flat Urban / Town Center,0,0.32,Lorry involved in Overtaking incident at Mawanella Area,26.9,21.9,33.0,0.2,16.1,1011.7,2,11.1,0,0,none,6.8,-0.7
KDG-0165,2024-03-02,7:35:00,Saturday,1,7,Mawanella Area,7.2545,80.4625,470,bus,1,slipped,43,male,16,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,high,2,1,5,SLP-1164,Flat Urban / Town Center,1,0.48,Bus involved in Slipped incident at Mawanella Area,27.6,19.9,34.8,0.0,11.7,1012.1,3,14.9,0,0,none,3.5,0.4
KDG-0166,2024-03-15,16:10:00,Friday,0,16,Mawanella Area,7.2542,80.462,470,motorcycle,1,excessive_speed,27,male,5,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,medium,1,0,5,SLP-1165,Flat Urban / Town Center,0,0.48,Motorcycle involved in Excessive Speed incident at Mawanella Area,29.3,23.1,37.4,0.0,8.8,1011.6,3,14.3,0,0,none,0.2,-0.5
KDG-0167,2024-03-20,15:45:00,Wednesday,0,15,Upper Kadugannawa Pass,7.259,80.5185,620,car,1,overtaking,36,male,11,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,13.0,dry,low,0,0,5,SLP-1166,Hairpin Bends / Steep Gradient,0,0.48,Car involved in Overtaking incident at Upper Kadugannawa Pass,29.4,23.2,36.1,0.0,9.2,1010.8,3,12.9,0,0,none,0.0,-0.8
KDG-0168,2024-03-20,19:15:00,Wednesday,0,19,Pahala Kadugannawa (Lower Pass),7.2489,80.4988,560,motorcycle,1,overtaking,27,male,5,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,sharp,11.0,dry,low,0,0,4,SLP-1167,Steep Winding Road,0,0.44,Motorcycle involved in Overtaking incident at Pahala Kadugannawa (Lower Pass),29.4,23.2,36.1,0.0,9.2,1010.8,3,12.9,0,0,none,0.0,0.0
KDG-0169,2024-03-20,19:15:00,Wednesday,0,19,Hingula / Ganethenna,7.247,80.4844,520,lorry,1,overtaking,40,male,14,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,4,SLP-1168,Moderate Bends / Slope,0,0.4,Lorry involved in Overtaking incident at Hingula / Ganethenna,29.4,23.2,36.1,0.0,9.2,1010.8,3,12.9,0,0,none,0.0,0.0
KDG-0170,2024-03-20,19:15:00,Wednesday,0,19,Hingula / Ganethenna,7.2465,80.4698,520,car,1,excessive_speed,36,male,11,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,6,SLP-1169,Moderate Bends / Slope,0,0.6,Car involved in Excessive Speed incident at Hingula / Ganethenna,29.4,23.2,36.1,0.0,9.2,1010.8,3,12.9,0,0,none,0.0,0.0
KDG-0171,2024-03-20,19:15:00,Wednesday,0,19,Mawanella Area,7.25,80.4548,470,car,1,excessive_speed,36,male,11,68,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,5,SLP-1170,Flat Urban / Town Center,0,0.48,Car involved in Excessive Speed incident at Mawanella Area,29.4,23.2,36.1,0.0,9.2,1010.8,3,12.9,0,0,none,0.0,0.0
KDG-0172,2024-03-25,5:50:00,Monday,0,5,Hingula / Ganethenna,7.2468,80.483,520,motorcycle,1,overtaking,27,male,5,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,high,2,1,4,SLP-1171,Moderate Bends / Slope,0,0.4,Motorcycle involved in Overtaking incident at Hingula / Ganethenna,28.2,22.6,34.8,0.0,11.2,1010.7,3,12.2,0,0,none,0.0,-0.1
KDG-0173,2024-03-25,5:50:00,Monday,0,5,Hingula / Ganethenna,7.2468,80.4839,520,motorcycle,1,slipped,27,male,5,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,high,2,1,6,SLP-1172,Moderate Bends / Slope,1,0.6,Motorcycle involved in Slipped incident at Hingula / Ganethenna,28.2,22.6,34.8,0.0,11.2,1010.7,3,12.2,0,0,none,0.0,0.0
KDG-0174,2024-03-28,21:25:00,Thursday,0,21,Mawanella Area,7.2538,80.4615,470,car,1,overtaking,36,male,11,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,low,0,0,3,SLP-1173,Flat Urban / Town Center,0,0.32,Car involved in Overtaking incident at Mawanella Area,27.5,23.3,34.3,2.5,7.5,1011.9,3,11.0,1,0,light,2.5,1.2
KDG-0175,2024-04-10,8:50:00,Wednesday,0,8,Mawanella Area,7.2532,80.461,470,three-wheeler,1,slipped,32,male,8,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,straight,1.0,wet,medium,1,0,5,SLP-1174,Flat Urban / Town Center,1,0.48,Three-Wheeler involved in Slipped incident at Mawanella Area,29.3,22.8,35.5,1.1,12.0,1009.2,4,12.7,1,0,light,3.6,-2.7
KDG-0176,2024-04-10,17:30:00,Wednesday,0,17,Hingula / Ganethenna,7.2469,80.4825,520,motorcycle,1,excessive_speed,27,male,5,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,6,SLP-1175,Moderate Bends / Slope,0,0.6,Motorcycle involved in Excessive Speed incident at Hingula / Ganethenna,29.3,22.8,35.5,1.1,12.0,1009.2,4,12.7,1,0,light,4.7,0.0
KDG-0177,2024-04-10,17:20:00,Wednesday,0,17,Hingula / Ganethenna,7.2469,80.4834,520,van,1,excessive_speed,34,male,10,78,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,low,0,0,6,SLP-1176,Moderate Bends / Slope,0,0.6,Van involved in Excessive Speed incident at Hingula / Ganethenna,29.3,22.8,35.5,1.1,12.0,1009.2,4,12.7,1,0,light,3.3,0.0
KDG-0178,2024-04-15,5:50:00,Monday,0,5,Pahala Kadugannawa (Lower Pass),7.2482,80.4984,560,motorcycle,1,slipped,27,male,5,42,50,0,light_rain,2.0,26.0,4.0,15.0,1009.0,sharp,11.0,wet,high,2,1,7,SLP-1177,Steep Winding Road,1,0.66,Motorcycle involved in Slipped incident at Pahala Kadugannawa (Lower Pass),26.7,24.0,33.7,8.8,7.2,1010.5,4,9.7,1,1,heavy,26.4,1.3
KDG-0179,2024-04-15,5:50:00,Monday,0,5,Hingula / Ganethenna,7.2468,80.4839,520,motorcycle,1,overtaking,27,male,5,68,60,1,clear,0.0,27.0,8.0,12.0,1011.0,mild,7.0,dry,high,2,1,4,SLP-1178,Moderate Bends / Slope,0,0.4,Motorcycle involved in Overtaking incident at Hingula / Ganethenna,26.7,24.0,33.7,8.8,7.2,1010.5,4,9.7,1,1,heavy,26.4,0.0
KDG-0180,2024-04-15,5:50:00,Monday,0,5,Hingula / Ganethenna,7.2467,80.4693,520,car,1,slipped,36,male,11,52,60,0,light_rain,2.0,26.0,4.0,15.0,1009.0,mild,7.0,wet,high,2,1,6,SLP-1179,Moderate Bends / Slope,1,0.6,Car involved in Slipped incident at Hingula / Ganethenna,26.7,24.0,33.7,8.8,7.2,1010.5,4,9.7,1,1,heavy,18.7,0.0
KDG-0181,2024-04-15,5:50:00,Monday,0,5,Mawanella Area,7.2506,80.4543,470,car,1,overtaking,36,male,11,58,50,1,clear,0.0,27.0,8.0,12.0,1011.0,straight,1.0,dry,high,2,1,3,SLP-1180,Flat Urban / Town Center,0,0.32,Car involved in Overtaking incident at Mawanella Area,26.7,24.0,33.7,8.8,7.2,1010.5,4,9.7,1,1,heavy,11.0,0.0
